load_id,origin_city,origin_state,destination_city,destination_state,pickup_datetime,delivery_datetime,equipment_type,loadboard_rate,notes,weights,commodity_type
174,los angeles,california,dallas,texas,2025-09-13 07:29,2025-09-17 07:29,wind turbines,1479.42,handle with extreme care,9121,steel
175,miami,florida,chicago,illinois,2025-09-07 07:29,2025-09-08 07:29,farm equipment,1223.72,"handle carefully, sensitive hydraulics",17561,produce
176,seattle,washington,st. louis,missouri,2025-09-07 07:29,2025-09-09 07:29,farm equipment,4229.91,delivery to rural farm,16689,beverages
177,phoenix,arizona,st. louis,missouri,2025-09-10 07:29,2025-09-15 07:29,generators,3776.89,requires crane at delivery,44946,machinery
178,minneapolis,minnesota,seattle,washington,2025-09-14 07:29,2025-09-20 07:29,construction machinery,5120.78,must deliver to construction site,46970,machinery
179,detroit,michigan,denver,colorado,2025-09-10 07:29,2025-09-12 07:29,medical equipment,5141.5,delivery to hospital dock only,17531,pharmaceuticals
180,atlanta,georgia,chicago,illinois,2025-09-07 07:29,2025-09-12 07:29,medical equipment,4062.48,temperature controlled environment required,34775,pharmaceuticals
181,houston,texas,salt lake city,utah,2025-09-07 07:29,2025-09-14 07:29,wind turbines,3833.28,"oversized load, route survey required",31245,steel
182,salt lake city,utah,seattle,washington,2025-09-13 07:29,2025-09-20 07:29,robotics/automation units,2757.33,"fragile, shock protection required",28589,electronics
183,los angeles,california,dallas,texas,2025-09-14 07:29,2025-09-20 07:29,farm equipment,6266.94,requires unloading assistance,16041,produce
184,seattle,washington,houston,texas,2025-09-14 07:29,2025-09-15 07:29,construction machinery,2158.13,"oversized load, permits needed",9825,steel
185,detroit,michigan,dallas,texas,2025-09-06 07:29,2025-09-09 07:29,construction machinery,1364.54,must deliver to construction site,34874,steel
186,portland,oregon,minneapolis,minnesota,2025-09-11 07:29,2025-09-16 07:29,farm equipment,1507.75,delivery to rural farm,21851,beverages
187,portland,oregon,dallas,texas,2025-09-15 07:29,2025-09-22 07:29,construction machinery,3822.16,requires flatbed with ramps,17361,steel
188,phoenix,arizona,st. louis,missouri,2025-09-09 07:29,2025-09-14 07:29,mining equipment,4942.42,delivery to mining site,27378,machinery
189,memphis,tennessee,houston,texas,2025-09-09 07:29,2025-09-13 07:29,medical equipment,4069.07,temperature controlled environment required,30594,pharmaceuticals
190,st. louis,missouri,cleveland,ohio,2025-09-09 07:29,2025-09-11 07:29,medical equipment,5399.56,delivery to hospital dock only,13569,pharmaceuticals
191,las vegas,nevada,portland,oregon,2025-09-08 07:29,2025-09-12 07:29,generators,1271.45,requires crane at delivery,46486,electronics
192,atlanta,georgia,portland,oregon,2025-09-12 07:29,2025-09-15 07:29,hvac units,1685.87,forklift required at delivery,38327,paper goods
193,minneapolis,minnesota,chicago,illinois,2025-09-07 07:29,2025-09-12 07:29,transformers,3628.24,special permits required,44008,machinery
194,dallas,texas,los angeles,california,2025-09-06 07:29,2025-09-09 07:29,medical equipment,6858.78,delivery to hospital dock only,19328,electronics
195,chicago,illinois,atlanta,georgia,2025-09-15 07:29,2025-09-21 07:29,transformers,7458.56,special permits required,46157,machinery
196,portland,oregon,new york,new york,2025-09-15 07:29,2025-09-18 07:29,robotics/automation units,5597.23,"fragile, shock protection required",18602,electronics
197,boston,massachusetts,minneapolis,minnesota,2025-09-08 07:29,2025-09-09 07:29,hvac units,1767.09,forklift required at delivery,47608,electronics
198,miami,florida,los angeles,california,2025-09-12 07:29,2025-09-13 07:29,cranes,5265.91,requires special handling crew,39659,machinery
199,miami,florida,cleveland,ohio,2025-09-07 07:29,2025-09-09 07:29,robotics/automation units,5111.79,"fragile, shock protection required",32269,electronics
200,houston,texas,denver,colorado,2025-09-14 07:29,2025-09-18 07:29,generators,7374.69,"fragile, handle with care",23610,steel
201,new york,new york,los angeles,california,2025-09-14 07:29,2025-09-21 07:29,wind turbines,2006.31,handle with extreme care,16319,steel
202,denver,colorado,detroit,michigan,2025-09-08 07:29,2025-09-11 07:29,hvac units,1460.98,protect from rain,34532,paper goods
203,portland,oregon,phoenix,arizona,2025-09-06 07:29,2025-09-11 07:29,generators,1764.79,secure load with chains,43231,steel
204,miami,florida,memphis,tennessee,2025-09-11 07:29,2025-09-17 07:29,transformers,5136.17,"high-value, insurance required",23864,machinery
205,houston,texas,boston,massachusetts,2025-09-15 07:29,2025-09-22 07:29,construction machinery,4626.91,requires flatbed with ramps,11475,steel
206,los angeles,california,portland,oregon,2025-09-13 07:29,2025-09-17 07:29,generators,5325.15,secure load with chains,14735,steel
207,cleveland,ohio,san francisco,california,2025-09-14 07:29,2025-09-19 07:29,mining equipment,6711.03,requires unloading with crane,32915,machinery
208,chicago,illinois,memphis,tennessee,2025-09-09 07:29,2025-09-12 07:29,wind turbines,5358.95,escort vehicles required,39713,machinery
209,boston,massachusetts,memphis,tennessee,2025-09-11 07:29,2025-09-14 07:29,transformers,1349.64,special permits required,47506,machinery
210,minneapolis,minnesota,atlanta,georgia,2025-09-15 07:29,2025-09-19 07:29,robotics/automation units,6656.8,delivery to tech facility only,27580,paper goods
211,los angeles,california,las vegas,nevada,2025-09-11 07:29,2025-09-12 07:29,mining equipment,1488.89,delivery to mining site,6217,steel
212,chicago,illinois,detroit,michigan,2025-09-11 07:29,2025-09-14 07:29,robotics/automation units,3376.62,"fragile, shock protection required",34692,electronics
213,new york,new york,st. louis,missouri,2025-09-13 07:29,2025-09-15 07:29,medical equipment,4936.78,"fragile, no stacking",40720,electronics
214,miami,florida,los angeles,california,2025-09-13 07:29,2025-09-15 07:29,generators,4815.15,secure load with chains,33572,steel
215,los angeles,california,st. louis,missouri,2025-09-09 07:29,2025-09-10 07:29,medical equipment,3608.79,"fragile, no stacking",30690,pharmaceuticals
216,detroit,michigan,portland,oregon,2025-09-14 07:29,2025-09-21 07:29,transformers,3277.2,special permits required,44183,machinery
217,memphis,tennessee,houston,texas,2025-09-12 07:29,2025-09-18 07:29,generators,6972.05,requires crane at delivery,20420,machinery
218,chicago,illinois,los angeles,california,2025-09-06 07:29,2025-09-12 07:29,cranes,1596.39,escort vehicle mandatory,5679,steel
219,dallas,texas,phoenix,arizona,2025-09-07 07:29,2025-09-08 07:29,generators,7072.58,secure load with chains,31685,electronics
220,detroit,michigan,new york,new york,2025-09-09 07:29,2025-09-14 07:29,transformers,3883.12,"high-value, insurance required",29331,machinery
221,boston,massachusetts,portland,oregon,2025-09-06 07:29,2025-09-13 07:29,hvac units,7691.13,do not stack units,33781,electronics
222,cleveland,ohio,los angeles,california,2025-09-12 07:29,2025-09-15 07:29,generators,2482.9,"fragile, handle with care",42720,machinery
223,miami,florida,los angeles,california,2025-09-06 07:29,2025-09-10 07:29,mining equipment,1214.14,requires unloading with crane,20751,machinery
224,boston,massachusetts,minneapolis,minnesota,2025-09-10 07:29,2025-09-12 07:29,construction machinery,2892.05,requires flatbed with ramps,11910,steel
225,atlanta,georgia,memphis,tennessee,2025-09-08 07:29,2025-09-14 07:29,mining equipment,1211.18,delivery to mining site,38789,machinery
226,dallas,texas,boston,massachusetts,2025-09-06 07:29,2025-09-13 07:29,transformers,3646.32,needs escort vehicle,11522,machinery
227,salt lake city,utah,st. louis,missouri,2025-09-10 07:29,2025-09-15 07:29,cranes,7889.09,"heavy load, confirm bridge clearance",18558,steel
228,minneapolis,minnesota,portland,oregon,2025-09-08 07:29,2025-09-15 07:29,hvac units,1452.87,do not stack units,26197,electronics
229,st. louis,missouri,portland,oregon,2025-09-07 07:29,2025-09-14 07:29,robotics/automation units,6022.4,delivery to tech facility only,23743,paper goods
230,san francisco,california,salt lake city,utah,2025-09-08 07:29,2025-09-12 07:29,transformers,5237.98,"high-value, insurance required",41427,steel
231,san francisco,california,memphis,tennessee,2025-09-14 07:29,2025-09-17 07:29,wind turbines,3490.2,escort vehicles required,45900,steel
232,portland,oregon,salt lake city,utah,2025-09-11 07:29,2025-09-15 07:29,cranes,7745.67,requires special handling crew,21588,steel
233,houston,texas,miami,florida,2025-09-09 07:29,2025-09-16 07:29,transformers,2951.87,special permits required,35149,steel
234,new york,new york,las vegas,nevada,2025-09-06 07:29,2025-09-10 07:29,medical equipment,7636.27,temperature controlled environment required,28472,electronics
235,seattle,washington,memphis,tennessee,2025-09-06 07:29,2025-09-07 07:29,mining equipment,4944.73,requires unloading with crane,22176,steel
236,los angeles,california,st. louis,missouri,2025-09-09 07:29,2025-09-16 07:29,medical equipment,4706.55,temperature controlled environment required,21954,pharmaceuticals
237,salt lake city,utah,miami,florida,2025-09-14 07:29,2025-09-18 07:29,robotics/automation units,4200.16,temperature-sensitive cargo,35633,electronics
238,chicago,illinois,houston,texas,2025-09-09 07:29,2025-09-10 07:29,medical equipment,2147.8,delivery to hospital dock only,44322,pharmaceuticals
239,memphis,tennessee,denver,colorado,2025-09-06 07:29,2025-09-08 07:29,transformers,5371.15,special permits required,39565,machinery
240,portland,oregon,houston,texas,2025-09-07 07:29,2025-09-11 07:29,medical equipment,3207.54,delivery to hospital dock only,5917,electronics
241,memphis,tennessee,phoenix,arizona,2025-09-06 07:29,2025-09-07 07:29,generators,7098.42,"fragile, handle with care",8484,machinery
242,houston,texas,chicago,illinois,2025-09-09 07:29,2025-09-15 07:29,cranes,3628.35,escort vehicle mandatory,9740,steel
243,phoenix,arizona,las vegas,nevada,2025-09-09 07:29,2025-09-12 07:29,construction machinery,2742.15,"oversized load, permits needed",42713,steel
244,chicago,illinois,memphis,tennessee,2025-09-12 07:29,2025-09-15 07:29,cranes,6611.33,escort vehicle mandatory,9433,machinery
245,boston,massachusetts,las vegas,nevada,2025-09-15 07:29,2025-09-17 07:29,transformers,2297.33,"high-value, insurance required",37146,machinery
246,atlanta,georgia,denver,colorado,2025-09-11 07:29,2025-09-12 07:29,construction machinery,3696.92,must deliver to construction site,18104,steel
247,houston,texas,st. louis,missouri,2025-09-15 07:29,2025-09-22 07:29,hvac units,2615.94,do not stack units,15308,electronics
248,chicago,illinois,st. louis,missouri,2025-09-14 07:29,2025-09-21 07:29,transformers,2289.45,needs escort vehicle,46463,steel
249,portland,oregon,phoenix,arizona,2025-09-10 07:29,2025-09-11 07:29,mining equipment,1478.75,"extra heavy, special trailer required",38667,machinery
250,seattle,washington,houston,texas,2025-09-14 07:29,2025-09-21 07:29,medical equipment,5740.22,temperature controlled environment required,29347,electronics
251,los angeles,california,seattle,washington,2025-09-06 07:29,2025-09-07 07:29,construction machinery,4021.76,"oversized load, permits needed",37321,machinery
252,cleveland,ohio,minneapolis,minnesota,2025-09-13 07:29,2025-09-20 07:29,hvac units,3019.61,forklift required at delivery,37401,electronics
253,boston,massachusetts,minneapolis,minnesota,2025-09-13 07:29,2025-09-16 07:29,generators,4056.01,requires crane at delivery,6911,steel
254,atlanta,georgia,houston,texas,2025-09-12 07:29,2025-09-17 07:29,medical equipment,6633.23,"fragile, no stacking",40511,pharmaceuticals
255,minneapolis,minnesota,houston,texas,2025-09-06 07:29,2025-09-11 07:29,generators,3647.14,"fragile, handle with care",29177,steel
256,portland,oregon,phoenix,arizona,2025-09-08 07:29,2025-09-13 07:29,construction machinery,5958.43,must deliver to construction site,9883,steel
257,las vegas,nevada,minneapolis,minnesota,2025-09-09 07:29,2025-09-13 07:29,hvac units,7465.8,do not stack units,10699,paper goods
258,salt lake city,utah,cleveland,ohio,2025-09-14 07:29,2025-09-18 07:29,transformers,6083.86,special permits required,35075,steel
259,miami,florida,salt lake city,utah,2025-09-15 07:29,2025-09-22 07:29,cranes,4259.02,"heavy load, confirm bridge clearance",27212,machinery
260,houston,texas,detroit,michigan,2025-09-10 07:29,2025-09-12 07:29,medical equipment,6758.97,"fragile, no stacking",11703,pharmaceuticals
261,portland,oregon,seattle,washington,2025-09-08 07:29,2025-09-11 07:29,mining equipment,5691.72,requires unloading with crane,9219,machinery
262,st. louis,missouri,boston,massachusetts,2025-09-10 07:29,2025-09-15 07:29,farm equipment,4783.95,delivery to rural farm,17300,beverages
263,minneapolis,minnesota,phoenix,arizona,2025-09-09 07:29,2025-09-12 07:29,mining equipment,3827.35,delivery to mining site,37406,machinery
264,salt lake city,utah,seattle,washington,2025-09-13 07:29,2025-09-14 07:29,robotics/automation units,2152.24,delivery to tech facility only,12302,paper goods
265,atlanta,georgia,las vegas,nevada,2025-09-06 07:29,2025-09-13 07:29,construction machinery,2146.98,must deliver to construction site,34044,machinery
266,seattle,washington,detroit,michigan,2025-09-15 07:29,2025-09-19 07:29,wind turbines,3479.53,handle with extreme care,45698,steel
267,chicago,illinois,new york,new york,2025-09-10 07:29,2025-09-14 07:29,cranes,1243.46,"heavy load, confirm bridge clearance",27103,steel
268,minneapolis,minnesota,phoenix,arizona,2025-09-11 07:29,2025-09-16 07:29,generators,5504.82,secure load with chains,42198,electronics
269,las vegas,nevada,memphis,tennessee,2025-09-07 07:29,2025-09-14 07:29,hvac units,4414.0,protect from rain,39590,electronics
270,st. louis,missouri,salt lake city,utah,2025-09-06 07:29,2025-09-11 07:29,cranes,2754.57,requires special handling crew,28131,machinery
271,detroit,michigan,miami,florida,2025-09-08 07:29,2025-09-14 07:29,mining equipment,6020.03,requires unloading with crane,45580,steel
272,dallas,texas,denver,colorado,2025-09-15 07:29,2025-09-17 07:29,generators,5323.19,requires crane at delivery,5997,machinery
273,portland,oregon,minneapolis,minnesota,2025-09-10 07:29,2025-09-12 07:29,mining equipment,4461.96,requires unloading with crane,40525,steel
274,las vegas,nevada,cleveland,ohio,2025-09-14 07:29,2025-09-19 07:29,farm equipment,7973.93,requires unloading assistance,14054,beverages
275,chicago,illinois,portland,oregon,2025-09-13 07:29,2025-09-19 07:29,hvac units,2586.3,do not stack units,11493,paper goods
276,seattle,washington,houston,texas,2025-09-09 07:29,2025-09-16 07:29,construction machinery,2700.99,"oversized load, permits needed",9915,steel
277,salt lake city,utah,houston,texas,2025-09-15 07:29,2025-09-21 07:29,hvac units,6670.08,do not stack units,33685,electronics
278,san francisco,california,houston,texas,2025-09-13 07:29,2025-09-14 07:29,robotics/automation units,3657.35,"fragile, shock protection required",5341,electronics
279,st. louis,missouri,seattle,washington,2025-09-07 07:29,2025-09-10 07:29,construction machinery,7155.87,must deliver to construction site,12827,steel
280,las vegas,nevada,salt lake city,utah,2025-09-08 07:29,2025-09-13 07:29,construction machinery,4848.12,requires flatbed with ramps,28696,steel
281,portland,oregon,cleveland,ohio,2025-09-09 07:29,2025-09-16 07:29,farm equipment,7318.39,delivery to rural farm,15108,produce
282,phoenix,arizona,minneapolis,minnesota,2025-09-15 07:29,2025-09-22 07:29,medical equipment,1717.56,"fragile, no stacking",39108,pharmaceuticals
283,phoenix,arizona,denver,colorado,2025-09-08 07:29,2025-09-09 07:29,farm equipment,3584.88,delivery to rural farm,12021,produce
284,boston,massachusetts,cleveland,ohio,2025-09-13 07:29,2025-09-15 07:29,hvac units,5589.49,forklift required at delivery,17898,paper goods
285,phoenix,arizona,atlanta,georgia,2025-09-09 07:29,2025-09-10 07:29,farm equipment,2758.22,"handle carefully, sensitive hydraulics",30906,produce
286,los angeles,california,chicago,illinois,2025-09-13 07:29,2025-09-19 07:29,generators,4877.75,secure load with chains,18189,machinery
287,chicago,illinois,denver,colorado,2025-09-07 07:29,2025-09-13 07:29,medical equipment,5621.11,delivery to hospital dock only,15796,pharmaceuticals
288,detroit,michigan,dallas,texas,2025-09-10 07:29,2025-09-12 07:29,farm equipment,6411.48,requires unloading assistance,20324,beverages
289,houston,texas,atlanta,georgia,2025-09-07 07:29,2025-09-08 07:29,generators,2788.47,"fragile, handle with care",30556,electronics
290,los angeles,california,boston,massachusetts,2025-09-15 07:29,2025-09-20 07:29,mining equipment,4079.34,delivery to mining site,31625,machinery
291,memphis,tennessee,new york,new york,2025-09-09 07:29,2025-09-13 07:29,robotics/automation units,6422.02,delivery to tech facility only,38626,electronics
292,seattle,washington,minneapolis,minnesota,2025-09-10 07:29,2025-09-11 07:29,mining equipment,7957.25,delivery to mining site,41322,machinery
293,los angeles,california,seattle,washington,2025-09-15 07:29,2025-09-20 07:29,hvac units,4311.15,do not stack units,18005,paper goods
294,denver,colorado,st. louis,missouri,2025-09-14 07:29,2025-09-15 07:29,construction machinery,1310.64,must deliver to construction site,45585,machinery
295,miami,florida,memphis,tennessee,2025-09-06 07:29,2025-09-11 07:29,robotics/automation units,3266.1,delivery to tech facility only,38782,electronics
296,dallas,texas,atlanta,georgia,2025-09-14 07:29,2025-09-21 07:29,medical equipment,6223.31,delivery to hospital dock only,18731,pharmaceuticals
297,atlanta,georgia,phoenix,arizona,2025-09-06 07:29,2025-09-11 07:29,farm equipment,7851.14,delivery to rural farm,32474,produce
298,cleveland,ohio,seattle,washington,2025-09-07 07:29,2025-09-14 07:29,generators,1900.91,secure load with chains,6230,machinery
299,minneapolis,minnesota,san francisco,california,2025-09-09 07:29,2025-09-10 07:29,mining equipment,3122.32,delivery to mining site,11908,steel
300,denver,colorado,portland,oregon,2025-09-06 07:29,2025-09-10 07:29,hvac units,5944.66,do not stack units,23298,paper goods
301,las vegas,nevada,phoenix,arizona,2025-09-07 07:29,2025-09-11 07:29,medical equipment,4728.02,temperature controlled environment required,16932,pharmaceuticals
302,boston,massachusetts,denver,colorado,2025-09-14 07:29,2025-09-15 07:29,construction machinery,7833.75,must deliver to construction site,31330,machinery
303,chicago,illinois,cleveland,ohio,2025-09-07 07:29,2025-09-08 07:29,medical equipment,7339.9,delivery to hospital dock only,17935,electronics
304,new york,new york,atlanta,georgia,2025-09-10 07:29,2025-09-11 07:29,robotics/automation units,5762.96,"fragile, shock protection required",11164,paper goods
305,dallas,texas,denver,colorado,2025-09-14 07:29,2025-09-17 07:29,construction machinery,2733.38,"oversized load, permits needed",46296,steel
306,houston,texas,chicago,illinois,2025-09-12 07:29,2025-09-19 07:29,construction machinery,4664.93,requires flatbed with ramps,17497,steel
307,atlanta,georgia,phoenix,arizona,2025-09-14 07:29,2025-09-21 07:29,cranes,3288.64,escort vehicle mandatory,35450,machinery
308,los angeles,california,las vegas,nevada,2025-09-10 07:29,2025-09-16 07:29,wind turbines,3516.91,"oversized load, route survey required",45197,steel
309,chicago,illinois,salt lake city,utah,2025-09-13 07:29,2025-09-17 07:29,medical equipment,2622.43,delivery to hospital dock only,32294,pharmaceuticals
310,new york,new york,seattle,washington,2025-09-06 07:29,2025-09-11 07:29,construction machinery,4950.33,requires flatbed with ramps,23886,steel
311,detroit,michigan,salt lake city,utah,2025-09-08 07:29,2025-09-13 07:29,farm equipment,5844.93,delivery to rural farm,39847,produce
312,detroit,michigan,cleveland,ohio,2025-09-07 07:29,2025-09-13 07:29,hvac units,6637.59,forklift required at delivery,42306,paper goods
313,st. louis,missouri,new york,new york,2025-09-07 07:29,2025-09-08 07:29,medical equipment,3487.3,temperature controlled environment required,5830,pharmaceuticals
314,dallas,texas,new york,new york,2025-09-06 07:29,2025-09-10 07:29,medical equipment,7446.3,"fragile, no stacking",39420,pharmaceuticals
315,miami,florida,new york,new york,2025-09-11 07:29,2025-09-12 07:29,robotics/automation units,2967.11,"fragile, shock protection required",6503,paper goods
316,memphis,tennessee,st. louis,missouri,2025-09-07 07:29,2025-09-09 07:29,robotics/automation units,4408.96,temperature-sensitive cargo,42154,paper goods
317,chicago,illinois,miami,florida,2025-09-12 07:29,2025-09-19 07:29,mining equipment,6885.58,requires unloading with crane,40329,machinery
318,chicago,illinois,atlanta,georgia,2025-09-06 07:29,2025-09-10 07:29,hvac units,6491.62,do not stack units,22187,paper goods
319,chicago,illinois,denver,colorado,2025-09-06 07:29,2025-09-12 07:29,cranes,5077.65,"heavy load, confirm bridge clearance",27404,machinery
320,los angeles,california,chicago,illinois,2025-09-10 07:29,2025-09-17 07:29,hvac units,3127.54,protect from rain,37469,electronics
321,st. louis,missouri,miami,florida,2025-09-10 07:29,2025-09-16 07:29,cranes,3362.28,requires special handling crew,12157,machinery
322,new york,new york,st. louis,missouri,2025-09-06 07:29,2025-09-10 07:29,farm equipment,2304.57,requires unloading assistance,37594,produce
323,houston,texas,atlanta,georgia,2025-09-12 07:29,2025-09-18 07:29,generators,4250.42,"fragile, handle with care",36603,electronics
324,chicago,illinois,minneapolis,minnesota,2025-09-13 07:29,2025-09-20 07:29,medical equipment,3757.64,"fragile, no stacking",44186,electronics
325,seattle,washington,cleveland,ohio,2025-09-13 07:29,2025-09-19 07:29,robotics/automation units,1493.97,delivery to tech facility only,20232,paper goods
326,cleveland,ohio,atlanta,georgia,2025-09-08 07:29,2025-09-11 07:29,wind turbines,2984.48,"oversized load, route survey required",5254,machinery
327,dallas,texas,phoenix,arizona,2025-09-07 07:29,2025-09-08 07:29,farm equipment,2104.43,"handle carefully, sensitive hydraulics",12426,beverages
328,salt lake city,utah,st. louis,missouri,2025-09-07 07:29,2025-09-11 07:29,cranes,7470.3,requires special handling crew,35872,machinery
329,miami,florida,new york,new york,2025-09-07 07:29,2025-09-08 07:29,mining equipment,3135.16,requires unloading with crane,12242,steel
330,dallas,texas,boston,massachusetts,2025-09-08 07:29,2025-09-10 07:29,robotics/automation units,5977.45,"fragile, shock protection required",22709,paper goods
331,phoenix,arizona,dallas,texas,2025-09-11 07:29,2025-09-14 07:29,farm equipment,2593.03,requires unloading assistance,22544,beverages
332,st. louis,missouri,minneapolis,minnesota,2025-09-07 07:29,2025-09-08 07:29,generators,2627.71,requires crane at delivery,46151,machinery
333,dallas,texas,memphis,tennessee,2025-09-06 07:29,2025-09-10 07:29,construction machinery,3983.99,must deliver to construction site,37134,steel
334,dallas,texas,new york,new york,2025-09-08 07:29,2025-09-12 07:29,hvac units,7636.86,do not stack units,13644,electronics
335,dallas,texas,new york,new york,2025-09-08 07:29,2025-09-10 07:29,hvac units,1223.11,protect from rain,7535,paper goods
336,denver,colorado,minneapolis,minnesota,2025-09-11 07:29,2025-09-13 07:29,generators,5036.71,requires crane at delivery,20543,electronics
337,memphis,tennessee,denver,colorado,2025-09-07 07:29,2025-09-14 07:29,cranes,3303.29,"heavy load, confirm bridge clearance",17845,machinery
338,phoenix,arizona,memphis,tennessee,2025-09-06 07:29,2025-09-13 07:29,transformers,4605.97,"high-value, insurance required",33762,machinery
339,san francisco,california,cleveland,ohio,2025-09-12 07:29,2025-09-18 07:29,construction machinery,5849.19,requires flatbed with ramps,39840,steel
340,st. louis,missouri,chicago,illinois,2025-09-08 07:29,2025-09-09 07:29,medical equipment,2976.44,temperature controlled environment required,44388,pharmaceuticals
341,phoenix,arizona,chicago,illinois,2025-09-09 07:29,2025-09-11 07:29,robotics/automation units,7628.1,delivery to tech facility only,26496,electronics
342,cleveland,ohio,san francisco,california,2025-09-06 07:29,2025-09-07 07:29,cranes,2116.76,requires special handling crew,35278,steel
343,memphis,tennessee,denver,colorado,2025-09-08 07:29,2025-09-15 07:29,mining equipment,5949.96,requires unloading with crane,40856,steel
344,chicago,illinois,las vegas,nevada,2025-09-11 07:29,2025-09-16 07:29,farm equipment,1928.67,delivery to rural farm,24373,produce
345,portland,oregon,salt lake city,utah,2025-09-07 07:29,2025-09-13 07:29,hvac units,5794.59,protect from rain,40158,electronics
346,phoenix,arizona,salt lake city,utah,2025-09-15 07:29,2025-09-17 07:29,generators,3925.01,"fragile, handle with care",30844,machinery
